Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
217003.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.12	29896	29896	1	1	8924.27
217004.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	38.03	29893	29893	1	1	6449.67
217007.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.04	29896	29896	1	1	8024.48
217008.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	37.93	29887	29887	1	1	3161.91
217011.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	38.05	29894	29894	1	1	8971.70
217012.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.90	29884	29884	1	1	2837.64
217014.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	1354.97
217015.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	404.82
217016.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.95	29884	29884	1	1	1863.87
217017.consensus	1	1	1	1	1	0	29902	29902	29902	29902	29902	0	1	29902	29902	38.04	29902	29902	1	1	9166.61
217020.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	813.14
217021.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	7495.99
217022.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	404.90
217024.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.72	29896	29896	1	1	7589.64
217027.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.00	29896	29896	1	1	7305.33
217028.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	6110.29
217029.consensus	1	1	1	1	1	0	29878	29878	29878	29878	29878	0	1	29878	29878	37.96	29878	29878	1	1	451.84
217030.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
217031.consensus	1	1	1	1	1	0	29891	29891	29891	29891	29891	0	1	29891	29891	38.03	29891	29891	1	1	5627.11
217033.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.92	29896	29896	1	1	2943.54
217040.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	438.27
217041.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	839.75
217042.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.89	29890	29890	1	1	6400.13
217043.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
217045.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	11112.97
217050.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	4671.40
217061.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.18	29896	29896	1	1	10844.26
217065.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	4818.63
217068.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.03	29890	29890	1	1	3466.04
217069.consensus	1	1	1	1	1	0	29888	29888	29888	29888	29888	0	1	29888	29888	37.96	29888	29888	1	1	1984.07
217072.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.97	29896	29896	1	1	2966.95
217074.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	1686.18
217111.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.10	29896	29896	1	1	9563.15
217119.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.02	29884	29884	1	1	2656.94
217123.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	5652.93
217124.consensus	1	1	1	1	1	0	29892	29892	29892	29892	29892	0	1	29892	29892	38.11	29892	29892	1	1	9644.72
217141.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	2703.25
217142.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.04	29896	29896	1	1	5599.41
217148.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.02	29896	29896	1	1	4773.21
217151.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	421.55
217158.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	264.30
217162.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	2291.74
217167.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	404.82
217169.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	424.89
217170.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.09	29896	29896	1	1	3104.09
217184.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	3583.14
217195.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.98	29896	29896	1	1	4057.40
217203.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	5598.31
217206.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	5235.86
217207.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	404.82
217208.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	404.82
217210.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	920.04
217211.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.01	29890	29890	1	1	3017.73
217214.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.99	29896	29896	1	1	6228.26
217215.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	4292.41
217218.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.93	29884	29884	1	1	2941.37
217220.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	5439.95
217221.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.96	29896	29896	1	1	4448.76
217222.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	9028.24
217225.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	4881.23
217227.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	3399.13
217229.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	3098.65
217230.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.99	29884	29884	1	1	2492.97
217234.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	5828.04
217235.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.00	29884	29884	1	1	6839.78
217237.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1251.25
217241.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	2144.53
217242.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	2107.73
217249.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.96	29896	29896	1	1	4896.98
217251.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	3609.90
217252.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	4333.42
217253.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.04	29884	29884	1	1	5136.53
217256.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	789.56
217258.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	3700.23
217259.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	906.66
217264.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	4522.34
217266.consensus	1	1	1	1	1	0	29893	29893	29893	29893	29893	0	1	29893	29893	37.91	29893	29893	1	1	5385.88
217267.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.00	29890	29890	1	1	2348.61
217268.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	1341.59
217269.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	3479.42
217270.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.96	29884	29884	1	1	699.37
217272.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.05	29884	29884	1	1	11367.29
217273.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1950.49
217274.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.96	29881	29881	1	1	1669.96
217275.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	1666.11
217278.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	843.09
217280.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.03	29890	29890	1	1	3686.85
217286.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.97	29884	29884	1	1	4922.37
217290.consensus	1	1	1	1	1	0	29887	29887	29887	29887	29887	0	1	29887	29887	38.06	29887	29887	1	1	9458.96
217295.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.88	29890	29890	1	1	993.64
217296.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	5848.11
217297.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.92	29896	29896	1	1	2177.55
217299.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	1184.34
217300.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.91	29890	29890	1	1	1686.18
217302.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	404.82
217303.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	7462.19
217304.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	1334.89
217305.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.89	29890	29890	1	1	4981.60
217306.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	849.78
217308.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.96	29896	29896	1	1	3418.52
217309.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	645.70
217310.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.03	29896	29896	1	1	5907.14
217311.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	1943.79
217312.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.07	29896	29896	1	1	8693.47
217314.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.97	29896	29896	1	1	5867.01
217315.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	1204.42
217317.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	2345.27
217318.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
217319.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	7161.49
217320.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	458.35
217321.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	3087.99
217322.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	9007.89
217325.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.91	29890	29890	1	1	2659.75
217327.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	6105.72
217334.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	588.83
217337.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.97	29896	29896	1	1	7161.49
217338.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	866.51
217339.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.97	29896	29896	1	1	7519.40
217341.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	568.75
217342.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	1388.42
217343.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.99	29890	29890	1	1	712.61
217344.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	3181.67
217345.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	3810.64
217348.consensus	1	1	1	1	1	0	29885	29885	29885	29885	29885	0	1	29885	29885	37.92	29885	29885	1	1	1763.43
217349.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	38.03	29884	29884	1	1	4721.59
217351.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.93	29896	29896	1	1	2793.02
217352.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.03	29890	29890	1	1	7387.09
217354.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.08	29896	29896	1	1	8991.17
217357.consensus	1	1	1	1	1	0	29881	29881	29881	29881	29881	0	1	29881	29881	37.89	29881	29881	1	1	3068.84
217359.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1833.39
217360.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.08	29896	29896	1	1	6010.84
217361.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.09	29896	29896	1	1	10426.14
217364.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
217365.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.98	29890	29890	1	1	1993.98
217366.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	2087.65
217368.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.95	29896	29896	1	1	5913.83
217371.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	3867.51
217372.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	1575.78
217374.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	1184.34
217376.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	2870.53
217377.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	4837.74
217378.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.97	29896	29896	1	1	5040.81
217379.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	736.03
217384.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	491.80
217389.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	2964.20
217390.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.02	29890	29890	1	1	5426.56
217391.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	408.16
217392.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.94	29896	29896	1	1	5639.55
217393.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.00	29890	29890	1	1	7216.46
217396.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.16	29896	29896	1	1	6268.40
217403.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	4145.20
217408.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.08	29896	29896	1	1	9158.42
217411.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	4105.05
217414.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	3365.00
217415.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.94	29884	29884	1	1	2248.69
217419.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	408.16
217420.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	4803.32
217421.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	471.73
217422.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.92	29896	29896	1	1	5204.71
217423.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.00	29896	29896	1	1	5873.70
217424.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	404.82
217426.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.94	29896	29896	1	1	6522.61
217429.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	458.35
217434.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	1669.45
217436.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	508.53
217437.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.05	29896	29896	1	1	4361.79
217438.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	705.92
217439.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	1087.32
217441.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.05	29896	29896	1	1	5759.97
217442.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.06	29896	29896	1	1	6816.97
217443.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	421.55
217451.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	732.69
217453.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	5192.37
217454.consensus	1	1	1	1	1	0	29884	29884	29884	29884	29884	0	1	29884	29884	37.98	29884	29884	1	1	364.74
217455.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	404.82
217458.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	1475.11
217459.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	612.24
217461.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.91	29890	29890	1	1	2673.13
217462.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	1234.53
217463.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	515.22
217465.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	4262.30
217466.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	404.82
217470.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.94	29896	29896	1	1	1639.02
217471.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	1127.47
217475.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.04	29896	29896	1	1	6539.34
217476.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.89	29890	29890	1	1	3412.51
217477.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	3111.41
217479.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	408.16
217480.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.01	29896	29896	1	1	6154.67
217481.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	1535.63
217482.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	920.04
217483.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	424.89
217484.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	886.58
217485.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	505.19
217487.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	451.66
217488.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.95	29890	29890	1	1	314.49
217489.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	3241.89
217490.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	1304.78
217491.consensus	1	1	1	1	1	0	29894	29894	29894	29894	29894	0	1	29894	29894	37.92	29894	29894	1	1	2084.03
217492.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.94	29890	29890	1	1	2101.04
217493.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	1572.43
217499.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	281.03
217500.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.11	29896	29896	1	1	4207.92
217504.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	38.06	29896	29896	1	1	3114.13
217506.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.93	29890	29890	1	1	1773.17
217508.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.97	29890	29890	1	1	458.35
217509.consensus	1	1	1	1	1	0	29896	29896	29896	29896	29896	0	1	29896	29896	37.98	29896	29896	1	1	6412.23
217510.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	1221.14
217512.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.96	29890	29890	1	1	802.94
217515.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	38.05	29890	29890	1	1	1863.50
217516.consensus	1	1	1	1	1	0	29890	29890	29890	29890	29890	0	1	29890	29890	37.92	29890	29890	1	1	953.50
